arret_id,annee,chambre,publication,origine,taille_texte,len_sommaire,nb_segments,has_sommaire,has_faits_procedure,has_moyens,has_motivations,has_dispositif,len_faits_procedure,len_moyens,len_motivations,len_dispositif,nb_avertissements,invariant_offsets_ok
60796a039ba5988459c49a69,2010,Première chambre civile,Publié au Bulletin,regles,6133,342,2,1,0,1,0,1,0,2201,0,3932,1,1
60796a0b9ba5988459c49a6c,2010,Première chambre civile,Publié au Bulletin,regles,5044,336,2,1,0,1,0,1,0,1219,0,3825,1,1
60796a129ba5988459c49a6f,2010,Première chambre civile,Publié au Bulletin,regles,6357,545,2,1,0,1,0,1,0,3389,0,2968,1,1
613727a4cd5801467742cfae,2010,Deuxième chambre civile,Non publié,regles,11886,0,2,0,0,1,0,1,0,3223,0,8663,1,1
613727a4cd5801467742cfb4,2010,Deuxième chambre civile,Non publié,regles,11868,0,2,0,0,1,0,1,0,3214,0,8654,1,1
613727a4cd5801467742cfb5,2010,Deuxième chambre civile,Non publié,regles,11876,0,2,0,0,1,0,1,0,3214,0,8662,1,1
613727a4cd5801467742cfb9,2010,Deuxième chambre civile,Non publié,regles,12617,0,2,0,0,1,0,1,0,3211,0,9406,1,1
613727a4cd5801467742cfdd,2010,Deuxième chambre civile,Non publié,regles,1480,0,2,0,0,1,0,1,0,1229,0,251,1,1
613727a4cd5801467742cfde,2010,Deuxième chambre civile,Non publié,regles,11564,0,2,0,0,1,0,1,0,2051,0,9513,1,1
613727a4cd5801467742cfe5,2010,Deuxième chambre civile,Non publié,regles,25065,0,2,0,0,1,0,1,0,7404,0,17661,1,1
613727a4cd5801467742cfeb,2010,Deuxième chambre civile,Non publié,regles,6456,0,2,0,0,1,0,1,0,2543,0,3913,1,1
613727a4cd5801467742cff2,2010,Deuxième chambre civile,Non publié,indetermine,8775,0,1,0,0,0,0,0,0,0,0,0,1,1
613727a4cd5801467742cff3,2010,Deuxième chambre civile,Non publié,indetermine,10398,0,1,0,0,0,0,0,0,0,0,0,1,1
613727a4cd5801467742cff6,2010,Deuxième chambre civile,Non publié,indetermine,9054,0,1,0,0,0,0,0,0,0,0,0,1,1
613727a6cd5801467742d07e,2010,Chambre sociale,Non publié,regles,7384,0,2,0,0,1,0,1,0,2322,0,5062,1,1
613727a6cd5801467742d080,2010,Chambre sociale,Non publié,regles,17412,0,2,0,0,1,0,1,0,5329,0,12083,1,1
613727a6cd5801467742d081,2010,Chambre sociale,Non publié,regles,16676,0,2,0,0,1,0,1,0,2456,0,14220,1,1
613727a6cd5801467742d082,2010,Chambre sociale,Non publié,regles,4940,0,2,0,0,1,0,1,0,1576,0,3364,1,1
613727a6cd5801467742d083,2010,Chambre sociale,Non publié,regles,6923,0,2,0,0,1,0,1,0,1178,0,5745,1,1
61402996fbf17fbb32ba91c3,2010,Autre,Publié au Bulletin,regles,5464,215,2,1,0,1,0,1,0,5011,0,453,1,1
6710a903be64d7e510244c8a,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,7150,381,5,1,1,1,1,1,2136,1343,2548,1124,0,1
6710a905be64d7e510244c8c,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,6670,708,5,1,1,1,1,1,2258,2295,1101,1017,0,1
6710a908be64d7e510244c90,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,7043,698,5,1,1,1,1,1,2193,1606,2495,750,0,1
6710a909be64d7e510244c92,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,5516,298,5,1,1,1,1,1,2473,1091,939,1014,0,1
6710a90bbe64d7e510244c94,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,11063,938,5,1,1,1,1,1,2385,3420,4255,1004,0,1
6710a90cbe64d7e510244c96,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,5909,204,7,1,1,1,1,1,2252,681,1840,1139,0,1
6710a90fbe64d7e510244c9a,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,13281,407,9,1,1,1,1,1,2554,4425,4364,1943,0,1
6710a911be64d7e510244c9c,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,6642,561,7,1,1,1,1,1,2206,2158,1895,386,0,1
6710a914be64d7e510244ca0,2024,Troisième chambre civile,Publié au Bulletin,api,6590,581,4,1,1,0,1,1,2875,0,3361,355,0,1
6717402d6a24f8a713323ad4,2024,Chambre criminelle,Publié au Bulletin|Publié aux Lettres de chambre,api,11021,584,7,1,1,1,1,1,2117,1171,7023,713,0,1
6717402d6a24f8a713323ad6,2024,Chambre criminelle,Publié au Bulletin|Publié aux Lettres de chambre,api,6025,496,5,1,1,1,1,1,2205,1556,2047,218,0,1
6717402d6a24f8a713323ad8,2024,Chambre criminelle,Publié au Bulletin,api,12563,561,7,1,1,1,1,1,2171,4085,6036,274,0,1
671891fad8ceca1cd7018c76,2024,Première chambre civile,Publié au Bulletin,api,8959,1299,5,1,1,1,1,1,2216,1344,3902,1498,0,1
671891fcd8ceca1cd7018c78,2024,Première chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,11564,683,7,1,1,1,1,1,3249,1295,5142,1881,0,1
671891fdd8ceca1cd7018c7a,2024,Première chambre civile,Publié au Bulletin,api,8123,603,9,1,1,1,1,1,2525,1761,3178,664,0,1
671891ffd8ceca1cd7018c7c,2024,Première chambre civile,Publié au Bulletin,api,10236,748,7,1,1,1,1,1,2805,3331,3059,1044,0,1
67189200d8ceca1cd7018c7e,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,14240,599,7,1,1,1,1,1,4179,2190,6357,1517,0,1
67189202d8ceca1cd7018c80,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,9577,309,9,1,1,1,1,1,2595,3621,2193,1173,0,1
67189203d8ceca1cd7018c82,2024,Chambre commerciale financière et économique,Publié au Bulletin|Publié aux Lettres de chambre,api,8613,426,5,1,1,1,1,1,2477,4409,1259,469,0,1
67189205d8ceca1cd7018c84,2024,Chambre commerciale financière et économique,Publié au Bulletin|Publié aux Lettres de chambre,api,5233,341,4,1,1,0,1,1,2167,0,2503,564,0,1
67189206d8ceca1cd7018c86,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,6772,420,5,1,1,1,1,1,2170,3363,835,405,0,1
67189207d8ceca1cd7018c88,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,6632,415,5,1,1,1,1,1,2532,1655,1464,982,0,1
67189208d8ceca1cd7018c8a,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,8318,746,5,1,1,1,1,1,3376,1697,1876,1370,0,1
6718920ad8ceca1cd7018c8c,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,9265,718,7,1,1,1,1,1,3439,3986,1315,528,0,1
6718920bd8ceca1cd7018c8e,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,5667,662,9,1,1,1,1,1,2103,1606,1440,523,0,1
6718920dd8ceca1cd7018c90,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,11426,308,7,1,1,1,1,1,3110,3215,4768,336,0,1
6718920ed8ceca1cd7018c92,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,15586,731,9,1,1,1,1,1,2441,6937,5751,462,0,1
6718920fd8ceca1cd7018c94,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,6691,465,5,1,1,1,1,1,3061,1573,1253,805,0,1
67189211d8ceca1cd7018c96,2024,Chambre sociale,Publié au Bulletin,api,10446,798,7,1,1,1,1,1,4148,1991,3955,355,0,1
67189212d8ceca1cd7018c98,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,9569,811,7,1,1,1,1,1,2317,3914,2987,354,0,1
67189213d8ceca1cd7018c9a,2024,Chambre sociale,Publié au Bulletin,api,37192,1287,4,1,1,0,1,1,6458,0,28866,1869,0,1
6718934bd8ceca1cd7018c9c,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,21815,1967,7,1,1,1,1,1,17646,1228,2589,355,0,1
6718940fd8ceca1cd7018d84,2024,Chambre criminelle,Publié au Bulletin|Publié aux Lettres de chambre,api,5558,455,7,1,1,1,1,1,2037,1995,1310,219,0,1
6718940fd8ceca1cd7018d86,2024,Chambre criminelle,Publié au Bulletin|Publié aux Lettres de chambre,api,6289,933,7,1,1,1,1,1,2048,1188,2837,219,0,1
6718940fd8ceca1cd7018d88,2024,Chambre criminelle,Publié au Bulletin,api,3787,234,5,1,1,1,1,1,1667,993,909,219,0,1
67189410d8ceca1cd7018d8a,2024,Chambre criminelle,Publié au Bulletin,api,9793,631,7,1,1,1,1,1,2408,3925,3244,219,0,1
6719e36a5857dd64cbdaa17e,2024,Deuxième chambre civile,Publié au Bulletin,api,6531,691,5,1,1,1,1,1,2210,1474,1701,1147,0,1
6719e36e5857dd64cbdaa180,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,6896,196,5,1,1,1,1,1,1969,1173,2783,972,0,1
6719e36e5857dd64cbdaa182,2024,Deuxième chambre civile,Publié au Bulletin,api,8138,790,5,1,1,1,1,1,3959,1559,2173,448,0,1
6719e3705857dd64cbdaa184,2024,Deuxième chambre civile,Publié au Bulletin,api,8091,257,5,1,1,1,1,1,1922,2314,3045,811,0,1
6719e3725857dd64cbdaa186,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,8647,381,9,1,1,1,1,1,2646,2733,2843,430,0,1
6719e3725857dd64cbdaa188,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,6478,267,7,1,1,1,1,1,3121,743,1296,1321,0,1
6719e3745857dd64cbdaa18a,2024,Troisième chambre civile,Publié au Bulletin,api,5271,392,7,1,1,1,1,1,2302,776,1703,493,0,1
6719e3755857dd64cbdaa18c,2024,Troisième chambre civile,Publié au Bulletin,api,9875,213,5,1,1,1,1,1,2824,4118,2494,440,0,1
6719e3775857dd64cbdaa18e,2024,Troisième chambre civile,Publié au Bulletin,api,7381,185,7,1,1,1,1,1,2775,1330,2343,936,0,1
6719e4905857dd64cbdaa306,2024,Chambre criminelle,Publié au Bulletin|Publié aux Lettres de chambre,api,16704,500,11,1,1,1,1,1,2499,10614,2743,855,0,1
671b9c38b737e79219df138c,2024,Chambre criminelle,Publié au Bulletin,api,12063,329,7,1,1,1,1,1,1810,5095,4125,1036,0,1
6729c33138597ca7da2eb4ea,2024,Chambre criminelle,Publié au Bulletin,api,4620,824,7,1,1,1,1,1,1827,967,1476,353,0,1
672b412260ce3608285f4b33,2024,Première chambre civile,Publié au Bulletin,api,21921,1228,7,1,1,1,1,1,7342,9638,3155,1789,0,1
672b412460ce3608285f4b35,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,15891,607,13,1,1,1,1,1,3980,4816,6570,534,0,1
672b412660ce3608285f4b37,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,7929,250,7,1,1,1,1,1,2705,1832,2129,1266,0,1
672b412860ce3608285f4b39,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,9464,603,7,1,1,1,1,1,3076,2621,3017,753,0,1
672b412960ce3608285f4b3b,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,19078,313,11,1,1,1,1,1,3882,5034,8956,1213,0,1
672b412a60ce3608285f4b3d,2024,Chambre sociale,Publié au Bulletin,api,9936,602,7,1,1,1,1,1,2244,1416,5860,419,0,1
672b412c60ce3608285f4b3f,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,6197,686,5,1,1,1,1,1,3547,1335,987,329,0,1
672b412d60ce3608285f4b41,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,9077,862,7,1,1,1,1,1,2235,3790,2597,458,0,1
672b412e60ce3608285f4b43,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,16994,588,9,1,1,1,1,1,3039,6095,6249,1616,0,1
672b413060ce3608285f4b45,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,11885,792,9,1,1,1,1,1,2496,3150,4689,1555,0,1
672b413260ce3608285f4b47,2024,Chambre sociale,Publié au Bulletin,api,23663,1065,7,1,1,1,1,1,2706,14259,4864,1837,1,1
672b413460ce3608285f4b49,2024,Chambre sociale,Publié au Bulletin,api,12437,1031,9,1,1,1,1,1,2295,3863,4603,1681,0,1
672b421a60ce3608285f4c5d,2024,Chambre criminelle,Publié au Bulletin|Publié aux Lettres de chambre,api,9860,1015,7,1,1,1,1,1,2124,2099,4733,907,0,1
672b421a60ce3608285f4c5f,2024,Chambre criminelle,Publié au Bulletin,api,17405,156,11,1,1,1,1,1,3108,7253,6040,1011,0,1
672b421a60ce3608285f4c61,2024,Chambre criminelle,Publié au Bulletin,api,5026,535,5,1,1,1,1,1,2013,758,1582,674,0,1
672c98cd75a19b13ac4532cf,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,7122,242,5,1,1,1,1,1,2294,2709,1673,447,0,1
672c98cf75a19b13ac4532d1,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,10337,784,9,1,1,1,1,1,2894,2954,2901,1593,0,1
672c98d075a19b13ac4532d3,2024,Troisième chambre civile,Publié au Bulletin,api,8368,562,9,1,1,1,1,1,2346,2559,2010,1458,0,1
672c98d275a19b13ac4532d5,2024,Troisième chambre civile,Publié au Bulletin,api,11719,609,9,1,1,1,1,1,2349,3909,4394,1072,0,1
672c98d375a19b13ac4532d7,2024,Troisième chambre civile,Publié au Bulletin,api,10493,408,9,1,1,1,1,1,3689,3044,2584,1181,0,1
672c98d475a19b13ac4532d9,2024,Troisième chambre civile,Publié au Bulletin,api,9048,358,5,1,1,1,1,1,2296,2108,2914,1731,0,1
672c99a375a19b13ac4533e3,2024,Chambre criminelle,Publié au Bulletin|Publié aux Lettres de chambre,api,9232,1229,7,1,1,1,1,1,1770,1659,5593,213,0,1
67344eabc4c14c75434b74b5,2024,Chambre criminelle,Publié au Bulletin,api,14667,1350,9,1,1,1,1,1,1959,6972,4750,991,0,1
67344eabc4c14c75434b74b7,2024,Chambre criminelle,Publié au Bulletin,api,11263,703,5,1,1,1,1,1,2277,4083,3906,998,0,1
67344eabc4c14c75434b74b9,2024,Chambre criminelle,Publié au Bulletin,api,22573,625,9,1,1,1,1,1,3339,12713,5731,795,0,1
6735a0e28bdc6c39ccf796a2,2024,Chambre criminelle,Publié au Bulletin,regles,7854,359,3,1,1,1,0,1,1654,4250,0,742,0,1
6735a0e28bdc6c39ccf796a4,2024,Chambre criminelle,Publié au Bulletin,api,11625,264,7,1,1,1,1,1,2753,6359,1602,914,0,1
6735a0e28bdc6c39ccf796a6,2024,Chambre criminelle,Publié au Bulletin,api,5558,521,5,1,1,1,1,1,1970,1538,1205,846,0,1
6735a29f8bdc6c39ccf7991e,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,8873,1562,5,1,1,1,1,1,3085,1402,3194,1193,0,1
6735a2a18bdc6c39ccf79920,2024,Chambre sociale,Publié au Bulletin,api,6603,747,5,1,1,1,1,1,2783,744,2116,961,0,1
6735a2a28bdc6c39ccf79922,2024,Chambre sociale,Publié au Bulletin,api,8931,399,5,1,1,1,1,1,2237,3212,2419,1064,0,1
6735a2a38bdc6c39ccf79924,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,10310,503,7,1,1,1,1,1,3628,2269,3310,1106,0,1
6735a2a58bdc6c39ccf79926,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,22037,548,5,1,1,1,1,1,4848,9240,7475,475,0,1
6735a2a68bdc6c39ccf79928,2024,Chambre commerciale financière et économique,Publié au Bulletin|Publié aux Lettres de chambre,api,8502,388,7,1,1,1,1,1,3028,2120,2199,1158,0,1
6735a2a88bdc6c39ccf7992a,2024,Troisième chambre civile,Publié au Bulletin,api,10735,240,7,1,1,1,1,1,2544,1947,4618,1629,0,1
6735a2a98bdc6c39ccf7992c,2024,Troisième chambre civile,Publié au Bulletin,api,8008,664,7,1,1,1,1,1,2526,2334,2480,671,0,1
6735a2ab8bdc6c39ccf79930,2024,Deuxième chambre civile,Publié au Bulletin,api,6144,758,5,1,1,1,1,1,2323,1541,1827,454,0,1
6735a2ac8bdc6c39ccf79932,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,6419,675,5,1,1,1,1,1,2463,1261,1492,1204,0,1
6735a2ad8bdc6c39ccf79934,2024,Deuxième chambre civile,Publié au Bulletin|Publié au Rapport|Publié aux Lettres de chambre,api,11785,1089,7,1,1,1,1,1,2565,3180,5701,342,0,1
6735a2af8bdc6c39ccf79936,2024,Deuxième chambre civile,Publié au Bulletin|Publié au Rapport|Publié aux Lettres de chambre,api,6407,775,5,1,1,1,1,1,2026,860,2392,1130,0,1
6735a2b08bdc6c39ccf79938,2024,Première chambre civile,Publié au Bulletin,api,6180,602,5,1,1,1,1,1,2385,2439,1050,307,0,1
6735a2b18bdc6c39ccf7993a,2024,Première chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,8691,749,5,1,1,1,1,1,2875,1063,4098,656,0,1
6735ef8ad646b25ed96dbcec,2024,Première chambre civile,Publié au Bulletin|Publié au Rapport|Publié aux Lettres de chambre|Communiqué,api,15377,763,9,1,1,1,1,1,2715,2431,8560,1676,0,1
6736f1c0f32a58442a838b9c,2024,Chambre criminelle,Publié au Bulletin,api,5122,618,5,1,1,1,1,1,2176,876,1856,215,0,1
6736f1ccf32a58442a838ba6,2024,Assemblée plénière,Publié au Bulletin|Publié au Rapport,api,12271,390,7,1,1,1,1,1,4432,2616,3343,1883,0,1
673ae62e59b44762271e1d96,2024,Chambre criminelle,Publié au Bulletin,api,3158,586,3,1,1,0,1,1,1200,0,1730,228,0,1
673c37bf86fe4a38fb737c90,2024,Chambre criminelle,Publié au Bulletin|Communiqué,api,11812,1034,5,1,1,1,1,1,2812,2179,5873,949,0,1
673c37bf86fe4a38fb737c92,2024,Chambre criminelle,Publié au Bulletin,api,6844,620,5,1,1,1,1,1,2803,1697,1656,689,0,1
673d85271d67c8becde12cc1,2024,Chambre criminelle,Publié au Bulletin,api,10307,181,7,1,1,1,1,1,3153,1326,4499,1332,0,1
673d85951d67c8becde12d5d,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,7327,396,5,1,1,1,1,1,2958,1881,1249,1240,0,1
673d85b61d67c8becde12d8d,2024,Chambre sociale,Publié au Bulletin,api,17648,1271,7,1,1,1,1,1,2169,5077,10076,329,0,1
673d85b81d67c8becde12d8f,2024,Chambre sociale,Publié au Bulletin,api,10981,362,5,1,1,1,1,1,1921,6335,2287,439,0,1
673d85b91d67c8becde12d91,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,6885,902,7,1,1,1,1,1,3058,1448,1267,1115,0,1
673d85ba1d67c8becde12d93,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,6397,282,5,1,1,1,1,1,2452,2740,636,570,0,1
673d85bb1d67c8becde12d95,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,6946,670,5,1,1,1,1,1,2208,1689,2000,1050,0,1
673d85bd1d67c8becde12d97,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,10179,341,9,1,1,1,1,1,2427,3756,3010,991,0,1
673d85be1d67c8becde12d99,2024,Chambre commerciale financière et économique,Publié au Bulletin|Publié aux Lettres de chambre,api,6149,642,5,1,1,1,1,1,1923,2080,1576,571,0,1
673d85bf1d67c8becde12d9b,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,7185,618,5,1,1,1,1,1,2187,3016,1356,627,0,1
673d85c11d67c8becde12d9d,2024,Chambre commerciale financière et économique,Publié au Bulletin|Publié aux Lettres de chambre,api,8770,301,9,1,1,1,1,1,3332,2041,1853,1549,0,1
673d85c11d67c8becde12d9f,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,8159,939,5,1,1,1,1,1,3075,2864,607,1614,0,1
673d85c31d67c8becde12da1,2024,Chambre commerciale financière et économique,Publié au Bulletin|Publié aux Lettres de chambre,api,11186,1704,5,1,1,1,1,1,3650,3296,1854,2387,0,1
673d85c41d67c8becde12da3,2024,Chambre commerciale financière et économique,Publié au Bulletin|Publié aux Lettres de chambre,api,7995,374,7,1,1,1,1,1,2418,2482,2147,951,0,1
673d85c51d67c8becde12da5,2024,Première chambre civile,Publié au Bulletin,api,6310,936,7,1,1,1,1,1,1514,1898,2450,451,0,1
673d85c61d67c8becde12da7,2024,Première chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,8055,251,7,1,1,1,1,1,2688,2280,2148,942,0,1
673ddf37f46e18d931b6ed2d,2024,Autre,Publié au Bulletin|Publié aux Lettres de chambre,api,5770,539,4,1,1,1,1,1,900,1201,2478,1191,0,1
673edb17ca31cbe66655646f,2024,Chambre sociale,Publié au Bulletin,api,16109,1315,5,1,1,1,1,1,3650,7179,4977,304,0,1
673edb1bca31cbe666556471,2024,Chambre sociale,Publié au Bulletin,api,56367,339,13,1,1,1,1,1,4478,40886,10706,306,0,1
673edb1dca31cbe666556473,2024,Chambre sociale,Publié au Bulletin,api,14301,692,7,1,1,1,1,1,2498,4041,6604,1161,0,1
673edb1eca31cbe666556475,2024,Troisième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,6822,401,4,1,1,0,1,1,5042,0,1334,447,0,1
673edb1fca31cbe666556477,2024,Troisième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,9588,144,7,1,1,1,1,1,3071,1716,3882,922,0,1
673edb21ca31cbe666556479,2024,Troisième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,5138,400,5,1,1,1,1,1,2214,1741,832,352,0,1
673edb22ca31cbe66655647b,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,10871,920,5,1,1,1,1,1,2784,1466,5656,966,0,1
673edb23ca31cbe66655647d,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,6619,359,5,1,1,1,1,1,2398,1304,1806,1112,0,1
673edb25ca31cbe66655647f,2024,Deuxième chambre civile,Publié au Bulletin,api,5901,647,5,1,1,1,1,1,1929,1745,1886,342,0,1
673edb27ca31cbe666556481,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,6709,497,7,1,1,1,1,1,2341,1515,1595,1261,0,1
673edb28ca31cbe666556483,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,7760,661,5,1,1,1,1,1,2344,1968,2586,863,0,1
673edb2aca31cbe666556485,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,6229,1952,5,1,1,1,1,1,2140,813,2317,960,0,1
673edb2bca31cbe666556487,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,7839,857,5,1,1,1,1,1,3384,1449,2014,993,0,1
67401fc04dad48246d2541a7,2024,Chambre criminelle,Publié au Bulletin,api,5877,368,7,1,1,1,1,1,1715,1623,2322,220,0,1
674578b5be5b46efe4786a83,2024,Chambre criminelle,Publié au Bulletin,api,5548,543,7,1,1,1,1,1,2303,1228,1370,650,0,1
674578b5be5b46efe4786a85,2024,Chambre criminelle,Publié au Bulletin|Publié aux Lettres de chambre,api,15137,870,9,1,1,1,1,1,2425,6555,5025,1137,0,1
6746d953d59ab42e659913e8,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,8259,972,7,1,1,1,1,1,2685,3067,2035,475,0,1
6746d954d59ab42e659913ea,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,11594,1404,5,1,1,1,1,1,3596,3442,3538,1019,0,1
6746d955d59ab42e659913ec,2024,Chambre sociale,Publié au Bulletin,api,11953,745,5,1,1,1,1,1,3627,4344,3595,388,0,1
6746d957d59ab42e659913ee,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,10087,920,5,1,1,1,1,1,3030,1745,3912,1401,0,1
6746d958d59ab42e659913f0,2024,Chambre sociale,Publié au Bulletin,api,15726,1563,7,1,1,1,1,1,4053,4148,7194,334,0,1
6746d95ad59ab42e659913f2,2024,Chambre sociale,Publié au Bulletin,api,20699,1179,9,1,1,1,1,1,6219,7351,6711,423,0,1
6746d95bd59ab42e659913f4,2024,Chambre sociale,Publié au Bulletin,api,12843,1025,5,1,1,1,1,1,2669,2440,6803,932,0,1
6746d95cd59ab42e659913f6,2024,Chambre sociale,Publié au Bulletin,api,11610,1225,7,1,1,1,1,1,2724,5270,3171,448,0,1
6746d95ed59ab42e659913f8,2024,Chambre sociale,Publié au Bulletin|Publié aux Lettres de chambre,api,13116,1141,9,1,1,1,1,1,2245,6898,3643,335,0,1
6746d95fd59ab42e659913fa,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,7353,417,5,1,1,1,1,1,3720,921,1549,1164,0,1
6746d960d59ab42e659913fc,2024,Chambre commerciale financière et économique,Publié au Bulletin|Publié aux Lettres de chambre,api,6724,350,7,1,1,1,1,1,2622,805,1523,1777,0,1
6746d962d59ab42e659913fe,2024,Chambre commerciale financière et économique,Publié au Bulletin|Publié aux Lettres de chambre,api,13728,477,7,1,1,1,1,1,4106,6474,2663,488,0,1
6746d963d59ab42e65991400,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,5895,299,5,1,1,1,1,1,2875,1792,669,560,0,1
6746d964d59ab42e65991402,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,15640,368,7,1,1,1,1,1,2731,8991,3407,514,0,1
6746d966d59ab42e65991404,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,10980,232,9,1,1,1,1,1,2020,2536,5429,1000,0,1
6746d967d59ab42e65991406,2024,Chambre commerciale financière et économique,Publié au Bulletin,api,6232,530,5,1,1,1,1,1,3216,1568,930,519,0,1
6746d969d59ab42e65991408,2024,Autre,Publié au Bulletin|Publié aux Lettres de chambre,api,6067,571,4,1,1,1,1,1,640,852,3341,1234,0,1
6746d96ad59ab42e6599140a,2024,Première chambre civile,Publié au Bulletin,api,10233,485,9,1,1,1,1,1,3222,3931,2663,422,0,1
6746d96cd59ab42e6599140c,2024,Première chambre civile,Publié au Bulletin|Publié au Rapport,api,5414,648,5,1,1,1,1,1,1953,1363,1178,921,0,1
67481ef03f6707ecf31eac11,2024,Troisième chambre civile,Publié au Bulletin,api,10888,432,7,1,1,1,1,1,2767,2904,3658,1562,0,1
67481ef13f6707ecf31eac13,2024,Troisième chambre civile,Publié au Bulletin,api,7741,516,5,1,1,1,1,1,2359,1680,2761,942,0,1
67481ef33f6707ecf31eac15,2024,Troisième chambre civile,Publié au Bulletin,api,10138,344,7,1,1,1,1,1,3122,4622,1862,535,0,1
67481ef43f6707ecf31eac17,2024,Troisième chambre civile,Publié au Bulletin,api,9234,236,7,1,1,1,1,1,2552,1907,3766,1012,0,1
67481ef63f6707ecf31eac19,2024,Troisième chambre civile,Publié au Bulletin,api,8258,336,7,1,1,1,1,1,2399,2069,3361,432,0,1
67481ef73f6707ecf31eac1b,2024,Troisième chambre civile,Publié au Bulletin,api,11953,624,5,1,1,1,1,1,2928,2447,5417,1162,0,1
67481ef83f6707ecf31eac1d,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,8128,534,7,1,1,1,1,1,1740,3847,1662,882,0,1
67481ef93f6707ecf31eac1f,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,10706,1425,9,1,1,1,1,1,3922,3097,2861,831,0,1
67481efb3f6707ecf31eac21,2024,Deuxième chambre civile,Publié au Bulletin|Publié aux Lettres de chambre,api,8965,441,7,1,1,1,1,1,2596,1586,3261,1525,0,1
